# Supplemental hbo inflections from OSHB (CC BY 4.0 analysis).
# inflected_form<TAB>lemma<TAB>type — merged by build-dictionary.ts --lang hbo.
# Regenerate: python scripts/gen-dictionary-roots-hbo.py
אחריתנו	אחרית	oshb,noun
אחרנים	אחרון	oshb,adj
אחרת	אחר	oshb,adj
אחשדרפני	אחשדרפן	oshb,noun
אחשדרפניא	אחשדרפן	oshb,noun
אחשה	חשה	oshb,verb
אחשורש	אחשורוש	oshb,name
אחשך	חשך	oshb,verb
אחשרש	אחשורוש	oshb,name
אחת	אחד	oshb,adj
אחת	נחת	oshb,adj
אחתה	אחות	oshb,noun
אחתה	חתת	oshb,verb
אחתו	אחות	oshb,noun
אחתי	אחות	oshb,noun
אחתך	חתת	oshb,verb
אחתם	אחות	oshb,noun
אחתנו	אחות	oshb,noun
אט	נטה	oshb,verb
אטבעה	טבע	oshb,verb
אטה	נטה	oshb,verb
אטהר	טהר	oshb,verb
אטור	נטר	oshb,verb
אטילך	טול	oshb,verb
אטמות	אטם	oshb,verb
אטמים	אטם	oshb,verb
אטנפם	טנף	oshb,verb
אטעם	טעם	oshb,verb
אטף	נטף	oshb,verb
אטרף	טרף	oshb,verb
איבו	איב	oshb,noun
איבי	איב	oshb,noun
איביה	איב	oshb,noun
איביהם	איב	oshb,noun
איביו	איב	oshb,noun
איביך	איב	oshb,noun
איביכם	איב	oshb,noun
איבינו	איב	oshb,noun
איבך	איב	oshb,noun
איבש	יבש	oshb,verb
איבת	איבה	oshb,noun
איבתי	איב	oshb,noun
איגע	יגע	oshb,verb
אידו	איד	oshb,noun
אידי	איד	oshb,noun
אידך	איד	oshb,noun
